"","cont_1","cont_2","cont_3","cont_4","cont_5","cont_6","cont_7","disc_1","disc_2","disc_3"
"1",-0.560475646552213,-1.35384886742554,-0.193606412488135,0.972161187263341,-0.388271643368014,0.0903895362864328,0.573165368930238,"B",4,"Low"
"2",-0.23017748948328,-0.579377251833745,0.258147281403025,-0.223477725278633,0.0273532966263884,0.437682514028491,0.0183199509441549,"C",4,"Medium"
"3",1.55870831414912,-0.861044197551661,-0.538312573388881,0.147196946811333,-0.27609179950005,0.21850438342593,-0.0219823866805203,"D",2,"Medium"
"4",0.070508391424576,0.972678342465014,-1.17906281126601,-0.225804674432696,-0.0866818103095437,-0.0162610584099732,-0.427795176157488,"A",1,"High"
"5",0.129287735160946,0.619145771295814,0.90064742255755,0.583327221555056,2.14768996498344,-0.917577333045191,-0.477605005323411,"D",4,"Low"
"6",1.71506498688328,1.38544567240945,-0.0162495475436597,0.970337793429483,-0.809749529057109,0.530193607151855,1.01762589712085,"C",5,"Low"
"7",0.460916205989202,-1.48727036997846,0.178630489845262,0.0472365623184124,-1.02738035558652,1.36148957368714,-1.10508208385208,"C",4,"High"
"8",-1.26506123460653,0.639192676088846,0.601909019571056,-0.412734221935107,1.88798469628578,0.193455598877406,1.60850522273346,"A",5,"Low"
"9",-0.686852851893526,0.374734872711839,0.261134379582267,-0.415528931474498,0.890212999943866,0.13865098221967,1.27140797528103,"B",1,"Medium"
"10",-0.445661970099958,0.370187867392622,0.304065660177532,0.531554695153744,0.452799626641987,-1.44037662777031,-1.28352383654906,"C",3,"Medium"
"11",1.22408179743946,0.631771098256187,-0.645010399936505,0.0133959811530439,-0.195858904976398,-0.277991498586766,0.985258899378929,"D",1,"Medium"
"12",0.359813827057364,-1.51060638460999,0.409244671945655,-0.486117154074171,-0.36031134173488,0.0535573322055973,1.07808956724557,"B",1,"Low"
"13",0.400771450594052,0.573412811007648,-1.03781144590546,-0.933843554165356,-1.15112863620734,0.0821570511988618,-1.17174562087825,"A",4,"High"
"14",0.11068271594512,-0.187477986011177,0.238561580039096,0.340701529170879,0.301944997856277,0.570940326981713,-1.72620399912713,"D",5,"High"
"15",-0.555841134754075,0.160333504261082,1.21603768949607,0.4801453944302,0.910671748029868,-0.23902166180301,-0.0966071339208915,"D",5,"High"
"16",1.78691313680308,-0.376124270322569,-0.593344190686854,0.349647680540418,2.22517387444132,0.364334782928025,1.81831000408578,"C",1,"Medium"
"17",0.497850478229239,0.723492227593343,-1.30268240661601,-0.47302263572354,0.979734120643824,-0.0421871222212897,1.18952517279812,"A",5,"High"
"18",-1.96661715662964,0.960404032785513,-0.205649460983394,1.10399446139917,-0.038261012781408,-1.52960196550083,0.956588280547578,"B",1,"Medium"
"19",0.701355901563686,-0.205747355411774,-1.00899774936674,0.366323964559358,-1.12303064299399,0.0633678022156356,-1.28997603484884,"D",5,"High"
"20",-0.472791407727934,0.2561612518858,0.375481171197805,-0.022712492387069,-0.549425878944683,-0.327931447886352,0.354777868432501,"A",1,"Medium"
"21",-1.06782370598685,1.63857111050823,0.0232051626555686,0.217537499072596,-0.533354978009354,-0.970439185933732,0.49816334062939,"B",1,"Medium"
"22",-0.217974914658295,-2.12369731348779,1.16448538051371,-0.444226912353222,0.646568437795552,-0.0820085638208543,-0.593750330525436,"C",3,"High"
"23",-1.02600444830724,0.0877846396445426,-0.0448651863839616,1.6990293396731,0.0589037717973651,0.0768318952583647,-0.245326088439067,"A",3,"High"
"24",-0.72889122929114,1.7705929739088,0.450186808917993,-0.436751735956886,-0.946633161423063,-0.485789008162295,0.151507987555528,"A",2,"Medium"
"25",-0.625039267849257,-0.399193233048252,-0.0368351434799087,-1.10550129363507,1.29699401422385,1.28512377274955,-1.0622702386909,"B",2,"Medium"
"26",-1.68669331074241,-0.816086499784593,1.10486668524597,-0.72741057778475,0.55235011156481,-0.414874819046889,-0.235632530735432,"B",4,"Medium"
"27",0.837787044494525,0.208301901568451,-0.377420923763227,-0.982270907162891,-2.21566136258512,-0.227263388247222,-1.29311470197897,"D",4,"High"
"28",0.153373117836515,-0.843622778332421,0.285474162165455,-1.04684696648089,-0.0629444743378071,-1.57911344676926,0.552790090514539,"C",4,"Low"
"29",-1.13813693701195,-1.64469397425036,0.117041666933379,-0.41218481317835,0.783854870475039,1.15675309633565,1.0588529950554,"B",2,"Medium"
"30",1.25381492106993,-0.500530567364499,2.36876352786156,-0.354526596353698,1.14810152027274,-0.751710122292895,-1.31531401010161,"C",2,"High"
"31",0.426464221476814,-2.3193331996147,0.463977955315032,-0.13317874458509,-1.29716664588319,-1.11065745141596,1.67938343976374,"B",4,"Low"
"32",-0.295071482992271,-0.92457864081657,1.354138875141,-0.96255806506252,0.198777085916596,-0.365793473046284,0.370679551699953,"D",3,"High"
"33",0.895125661045022,0.370402753047859,-1.28260112677773,-0.500461239417849,-0.32969555504109,1.16718197230242,-1.13154909384303,"B",2,"High"
"34",0.878133487533042,0.742558936086738,0.263963102509617,0.319784320521137,0.101087007417538,-0.188383641869764,0.668217504684408,"A",4,"High"
"35",0.821581081637487,-0.00300897917551872,-0.858477074123832,2.07892869422737,0.853382786018798,0.434184508918603,-0.134858100642067,"B",5,"Medium"
"36",0.688640254100091,-0.0866432374423072,0.329513655349912,0.28183790153802,-0.32478432940107,-0.685426486511764,0.122798831614608,"C",1,"Low"
"37",0.553917653537589,-0.0910004196582893,0.621024485929558,-0.266315285407975,-1.3822115981655,1.32508507429729,0.867993815458824,"A",5,"High"
"38",-0.0619117105767217,0.533516822346471,-0.110952822013802,0.242450903151911,1.46003819444782,-0.637776586853391,-0.0528757580447361,"D",5,"Medium"
"39",-0.305962663739917,-1.53485989629204,-1.27305998333345,-0.212291096737829,-0.635237683354527,0.12635506171072,-0.429488958721412,"D",3,"Medium"
"40",-0.380471001012383,-0.330945904107939,0.0615776414610767,0.657879045674316,-0.371625027074439,1.6322412397907,0.39931887991894,"D",5,"Medium"
"41",-0.694706978920513,0.850605108345301,-0.057199099559972,0.141710364001662,-1.65443111612862,1.37881427075443,-1.03038040333641,"D",4,"Medium"
"42",-0.207917278019599,-0.559240368418086,1.64110262022281,0.991462058656282,-0.947000431939561,1.16867282218458,-1.91943418645762,"A",1,"Medium"
"43",-1.26539635156826,-1.1033691728125,0.279176249799521,-0.679848139361653,-3.72417126650455,1.67486412223005,-0.803504129802071,"D",4,"Low"
"44",2.16895596533851,0.166110425745111,0.741309713752406,-1.92095390736727,0.335670514774743,-1.12820855074998,-0.101897787474384,"B",2,"Low"
"45",1.20796199830499,0.447000506521713,-1.84291686981981,-0.69528025418708,-1.14927003783929,-0.507459654060986,-0.49289803172427,"A",3,"Medium"
"46",-1.12310858320335,0.291839969825728,2.34960182743756,1.12349818424211,-0.459582540306799,0.91546223579073,-0.0277071674563098,"A",5,"Low"
"47",-0.402884835299076,0.623253302910967,-0.995908780603779,1.38506938620483,0.547078006290456,0.722227632390536,-0.0419484933088,"A",5,"High"
"48",-0.466655353623219,-1.03480756820665,-0.950119547624812,-1.87448866283396,1.74349001076499,0.154628365826573,1.02525215176824,"A",1,"Medium"
"49",0.779965118336318,0.871086772288587,1.5115997427492,1.89632091637583,1.46207228790447,0.00353801144105911,0.302348628816021,"B",4,"Medium"
"50",-0.0833690664718293,0.689262904478591,0.051426416501308,-1.12925400432416,0.578587241878318,-1.32980627968365,-0.725468652326525,"C",3,"Medium"
"51",0.253318513994755,0.277739772967232,-1.01016327405231,-0.368467112131515,0.258082379359044,0.279577210572369,-1.03943673461148,"A",2,"Medium"
"52",-0.028546755348703,0.502192168071631,2.02829156030995,0.330225721290094,-1.22263971846778,-2.27353487004678,0.270554598824575,"C",1,"Medium"
"53",-0.0428704572913161,-1.46916116773357,-0.479387875098448,-1.24804264666673,0.523847030153595,0.526075498262484,-1.13318953007552,"A",1,"Medium"
